Record_ID,Timestamp,Building_ID,Total_Operational_Cost,Budget,Savings_Opportunity,Cost_Reduction_Percent,ROI_Generated_Percent,Facility_Health_Score,Resource_Utilization_Percent,Optimization_Count,Optimization_Decision,Priority,Recommendation,Recommended_Action
84,2026-01-21 18:00:00,BLDG_A,9067.93,9166.36,1482.56,20.12,58.33,79.98,87.44,9,Security Cost Optimization Required,MEDIUM,Review security operating costs | Implement identified savings opportunities | Monitor high resource utilization,Optimize security resource allocation | Prioritize high-value cost-saving activities | Balance resource allocation
85,2026-01-22 00:00:00,BLDG_A,9492.57,10625.28,1488.44,10.38,31.38,92.94,69.15,9,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Implement identified savings opportunities | Optimize vendor utilization,Review HVAC and lighting usage | Prioritize high-value cost-saving activities | Review vendor resource allocation
86,2026-01-22 06:00:00,BLDG_B,7365.02,7492.97,549.0,21.13,43.02,69.98,78.48,9,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Improve facility health | Optimize vendor utilization,Review HVAC and lighting usage | Prioritize facility maintenance activities | Review vendor resource allocation
87,2026-01-22 12:00:00,BLDG_C,8176.0,9323.44,1215.96,15.47,38.11,66.55,85.61,3,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Implement identified savings opportunities | Improve facility health | Monitor high resource utilization,Review HVAC and lighting usage | Prioritize high-value cost-saving activities | Prioritize facility maintenance activities | Balance resource allocation
88,2026-01-22 18:00:00,BLDG_A,7178.68,7254.26,322.49,18.18,29.6,60.68,73.91,12,Maintenance Cost Optimization Required,HIGH,Optimize maintenance expenditure | Improve facility health | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Prioritize facility maintenance activities | Create a structured optimization plan
89,2026-01-23 00:00:00,BLDG_B,11981.09,12123.21,1838.07,16.6,30.11,63.57,48.07,11,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Implement identified savings opportunities | Improve facility health | Improve resource utilization | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Prioritize facility maintenance activities | Reallocate underutilized resources | Create a structured optimization plan
90,2026-01-23 06:00:00,BLDG_A,7156.88,7593.92,939.83,7.7,39.66,65.6,68.52,14,Maintenance Cost Optimization Required,HIGH,Optimize maintenance expenditure | Implement identified savings opportunities | Increase cost reduction initiatives | Improve facility health | Prioritize multiple optimization opportunities,Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Prioritize facility maintenance activities | Create a structured optimization plan
91,2026-01-23 12:00:00,BLDG_A,8478.12,9998.37,366.08,5.29,16.05,63.0,51.53,9,Administrative Cost Optimization Required,HIGH,Review security operating costs | Reduce administrative overhead | Increase cost reduction initiatives | Review low-return investments | Improve facility health,Optimize security resource allocation | Review administrative resource usage | Identify additional cost-saving opportunities | Evaluate investment effectiveness | Prioritize facility maintenance activities
92,2026-01-23 18:00:00,BLDG_A,5659.39,6385.37,749.65,17.07,30.07,94.08,80.74,3,Administrative Cost Optimization Required,MEDIUM,Reduce administrative overhead | Implement identified savings opportunities,Review administrative resource usage | Prioritize high-value cost-saving activities
93,2026-01-24 00:00:00,BLDG_A,8575.5,9896.35,1004.0,13.2,33.48,94.63,79.03,10,Security Cost Optimization Required,HIGH,Optimize energy consumption | Review security operating costs | Implement identified savings opportunities | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Optimize security resource allocation | Prioritize high-value cost-saving activities | Create a structured optimization plan
94,2026-01-24 06:00:00,BLDG_C,5802.46,5966.73,691.55,16.64,64.15,95.62,94.65,3,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Implement identified savings opportunities | Monitor high resource utilization | Optimize vendor utilization,Review HVAC and lighting usage | Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Balance resource allocation | Review vendor resource allocation
95,2026-01-24 12:00:00,BLDG_A,6229.83,7269.12,458.7,12.58,28.03,96.47,76.44,5,Security Cost Optimization Required,MEDIUM,Review security operating costs,Optimize security resource allocation
96,2026-01-24 18:00:00,BLDG_A,6376.83,6387.22,446.22,9.62,44.74,78.69,85.01,6,Administrative Cost Optimization Required,MEDIUM,Review security operating costs | Reduce administrative overhead | Increase cost reduction initiatives | Monitor high resource utilization,Optimize security resource allocation | Review administrative resource usage | Identify additional cost-saving opportunities | Balance resource allocation
97,2026-01-25 00:00:00,BLDG_A,7351.98,7665.26,1061.48,9.13,15.83,80.14,58.41,9,Administrative Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Reduce administrative overhead | Implement identified savings opportunities | Increase cost reduction initiatives | Review low-return investments,Review preventive maintenance schedules | Review administrative resource usage | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Evaluate investment effectiveness
98,2026-01-25 06:00:00,BLDG_C,9876.16,11093.09,676.73,17.15,11.73,64.97,62.0,1,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Review low-return investments | Improve facility health,Review HVAC and lighting usage | Review preventive maintenance schedules | Evaluate investment effectiveness | Prioritize facility maintenance activities
99,2026-01-25 12:00:00,BLDG_A,9731.28,10461.61,943.34,8.98,57.68,65.21,90.85,15,Administrative Cost Optimization Required,HIGH,Optimize energy consumption | Reduce administrative overhead | Increase cost reduction initiatives | Improve facility health | Monitor high resource utilization | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Review administrative resource usage | Identify additional cost-saving opportunities | Prioritize facility maintenance activities | Balance resource allocation | Create a structured optimization plan
100,2026-01-25 18:00:00,BLDG_A,7338.91,8783.49,985.02,16.86,49.65,89.36,82.76,8,Security Cost Optimization Required,HIGH,Optimize energy consumption | Review security operating costs | Implement identified savings opportunities,Review HVAC and lighting usage | Optimize security resource allocation | Prioritize high-value cost-saving activities
101,2026-01-26 00:00:00,BLDG_C,9137.19,9192.63,383.24,10.91,26.1,92.52,77.76,14,Maintain Current Operations,MEDIUM,Prioritize multiple optimization opportunities,Create a structured optimization plan
102,2026-01-26 06:00:00,BLDG_C,8847.16,10614.11,1054.42,17.88,36.76,89.82,57.7,14,Energy Cost Optimization Required,HIGH,Optimize energy consumption | Implement identified savings opportunities | Optimize vendor utilization | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Prioritize high-value cost-saving activities | Review vendor resource allocation | Create a structured optimization plan
103,2026-01-26 12:00:00,BLDG_C,8993.11,10114.78,1064.84,6.57,15.74,91.71,79.93,4,Administrative Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Review security operating costs | Reduce administrative overhead | Implement identified savings opportunities | Increase cost reduction initiatives | Review low-return investments,Review preventive maintenance schedules | Optimize security resource allocation | Review administrative resource usage | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Evaluate investment effectiveness
104,2026-01-26 18:00:00,BLDG_A,6919.6,7692.81,917.78,7.69,48.31,70.51,89.34,10,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Implement identified savings opportunities | Increase cost reduction initiatives | Monitor high resource utilization | Optimize vendor utilization | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Identify additional cost-saving opportunities | Balance resource allocation | Review vendor resource allocation | Create a structured optimization plan
105,2026-01-27 00:00:00,BLDG_C,10880.72,11010.23,930.18,16.35,12.01,77.71,56.54,7,Administrative Cost Optimization Required,MEDIUM,Optimize energy consumption | Reduce administrative overhead | Review low-return investments,Review HVAC and lighting usage | Review administrative resource usage | Evaluate investment effectiveness
106,2026-01-27 06:00:00,BLDG_C,10156.07,10711.26,988.66,14.08,51.15,77.45,80.31,6,Administrative Cost Optimization Required,MEDIUM,Review security operating costs | Reduce administrative overhead,Optimize security resource allocation | Review administrative resource usage
107,2026-01-27 12:00:00,BLDG_A,5906.83,6999.2,469.57,7.67,39.17,97.82,64.68,15,Security Cost Optimization Required,HIGH,Optimize energy consumption | Review security operating costs | Increase cost reduction initiatives | Prioritize multiple optimization opportunities,Review HVAC and lighting usage | Optimize security resource allocation | Identify additional cost-saving opportunities | Create a structured optimization plan
108,2026-01-27 18:00:00,BLDG_C,8899.12,9529.62,1345.77,20.25,23.89,96.07,50.94,6,Maintenance Cost Optimization Required,HIGH,Optimize energy consumption | Optimize maintenance expenditure | Implement identified savings opportunities | Optimize vendor utilization,Review HVAC and lighting usage | Review preventive maintenance schedules | Prioritize high-value cost-saving activities | Review vendor resource allocation
109,2026-01-28 00:00:00,BLDG_A,7940.18,8990.91,393.77,8.97,57.17,82.74,83.17,7,Maintenance Cost Optimization Required,MEDIUM,Optimize maintenance expenditure | Increase cost reduction initiatives,Review preventive maintenance schedules | Identify additional cost-saving opportunities
110,2026-01-28 06:00:00,BLDG_B,10315.6,12377.68,1799.49,11.58,64.21,65.24,53.36,4,Administrative Cost Optimization Required,HIGH,Optimize maintenance expenditure | Reduce administrative overhead | Implement identified savings opportunities | Improve facility health,Review preventive maintenance schedules | Review administrative resource usage | Prioritize high-value cost-saving activities | Prioritize facility maintenance activities
